1.014338372658126453e+01,-6.448830715993621787e+00,-5.207477680979555856e+01,-4.227058620975360448e+00,1.088974487052506923e+01,-1.701907654404583470e+00,-6.007925904782841720e+00,-1.849369404377337212e+00,-1.623827941479618886e+01,2.375174657215387697e+01,6.267800281541679119e+00,-1.388385830105682750e+01,1.529338473258519571e+01,5.384990591440187657e+00,1.449624676103509202e+01,5.335242698812547424e+00,1.479308140195550081e+01,-1.299327954862683576e+01,-1.770995754471166705e+01,1.317470619213413574e+00,-1.494823921836916902e+01
-1.331911742159002321e+00,-5.137549173289482241e+00,-1.120206110067488159e-01,-7.029305810487892714e+00,3.366735632982019411e+01,1.334787881060510628e+01,1.147575500786668812e+01,3.817182003745442476e+00,-2.485754515926386077e+01,1.320988630149683019e+01,-1.336273697045330167e+01,-5.981625718391034852e+00,4.897189446585718642e+00,-4.364369355982793408e+00,-9.429034886607041699e+00,1.918272452952803908e+00,9.082210204741688386e+00,2.336386060046360313e+01,4.459562484762675361e+00,-8.975676625229318528e-01,2.621570464166000036e+01
1.293567483484534009e+01,-7.712947595013651458e+00,-2.424380419746411874e+01,-6.728908878346546274e+00,6.509741102598949780e+00,4.722941687481744566e+01,-6.711677889566786348e+01,-1.425777698569704732e+01,-1.142351085573396219e+01,1.480299561333355163e+00,3.062034093015358494e+01,-5.837834037141826471e+00,2.852561108318576011e+00,6.174775813946114411e+00,1.749763480902058177e+01,-1.127403332012452708e+01,1.252769523462346157e+01,-6.121695727187850622e+01,-3.576767534657323466e+01,-2.701839049783416602e-01,-7.475298410249226322e+01
1.069831321802996449e+01,-7.201411327403929086e+00,-4.085821339016780129e+00,-6.430660378718101811e+00,3.506893655126528397e+00,1.626448462031335396e+01,1.741823217576741811e+01,5.464231650978738308e+00,-7.869884205647712072e+00,3.627857784188095458e+00,-2.837095233752318890e+01,-7.263197427012609175e+00,-5.869906883569896427e-01,-2.340851927926309806e+00,-9.279922943070241459e+00,-6.385891450177250306e+01,2.181982252266374545e+00,-1.933203071540905427e+01,-1.275399328793091591e+01,2.198609072912239615e+00,-2.571764706337076944e+01
1.433633633882605274e+01,-8.147536559211125962e+00,-3.480380881126554016e+01,-3.320176899425649086e+00,4.028810270331781851e+01,3.276870069867192825e+01,-9.706903020234165069e+00,-7.577899170413054719e+00,-2.641185358259437876e+01,8.203519042142046303e+00,-9.156729280266130644e+00,-7.542744465281363553e+00,7.609188571802886436e+00,4.767894289625702164e+00,2.677751866628300803e+01,8.800526870002787660e+00,1.081218867082606216e+01,-1.242644657644069817e+01,-1.540760619159805600e+01,2.139469277332640917e+00,5.865794121260647920e+00
1.468783906467670342e+01,-7.661321211113556906e+00,-3.749632309446555212e+01,-5.340329320880842445e+00,1.209168877793176300e+01,3.231773142431634227e+01,-8.750072883313659844e-01,-5.909234626069073570e+00,-1.563492055650476509e+01,4.949495231968287001e+00,-4.283938622945202557e-01,-5.670510922358008798e+00,5.674330731086540958e+00,5.116709431352331805e+00,2.277767565354375634e+01,-7.428441716622538493e+00,1.077065602479321882e+01,-3.946873692857687388e+01,-2.469233125770602300e+01,5.697016379893056204e-01,-4.130374100324070952e+01
2.355462157336521400e+01,-3.933802635918637769e+00,9.246101098537097940e+00,-2.514709848557451721e+00,-3.166437188469276620e+01,-4.936327024495053450e+01,-4.946340988786317183e+01,-1.088762388470574116e+01,7.269300679091417194e+00,2.009289656705362859e+01,6.921676960202658435e-01,-9.083676450579101669e+00,1.401714093881579259e+01,3.612374898262517675e+00,1.299593302497700797e+01,-4.989657812071911280e+01,3.915455186784006170e+00,4.198605626905109744e+01,-7.479442583012919421e+00,-3.651212405840838393e+00,-2.637516668691339916e+01
1.906364411249725777e+01,-8.180524669294252149e+00,1.126051467302934839e+02,-6.675445247550512384e+00,-3.270735941371489819e-01,-1.029501135851646154e+01,1.072923275907811558e+01,-1.524472312762321557e+01,-8.347791818685418974e+00,-6.518153862076189742e-02,8.578274456504544343e-01,-1.061467712990918777e+01,-6.794667710543483841e-02,8.232940250777674995e-01,5.219903136789082687e+00,-2.408770673546580809e+00,1.549053370567865251e+01,-9.102742159180645842e+01,-3.006400248719012680e+01,8.648871041808261495e+00,-5.165507771668205095e+01
2.639501470231589764e+00,-2.689461460875291809e+00,1.506646419999988673e+01,-4.405288679562669785e+00,-1.005970926198362569e+01,-7.515471616841158387e+00,2.162797672064618837e+01,1.013943148041658837e+01,4.569878392289867364e+00,1.981973261085663018e-01,-1.527448427839017597e+01,7.753527633256098728e-01,-8.918878393460256682e-01,-1.694256379168459281e+00,-2.742271610987097930e+00,-2.844531660319766075e+01,4.106648934852313637e+00,-1.004022785400336382e+01,-8.834762707775000834e+00,9.487166857924237418e-01,2.023102395118547392e+00
-5.749719379417064236e-01,-4.661745681875933967e-01,6.002343475890891122e-01,-1.794130714684726513e+00,-1.843745758025288950e+01,-1.862651463959449316e+01,9.898778415911575479e+00,2.647334425269710412e+00,1.150371054653759373e+01,3.984054385504371965e+00,-4.175392118484798409e+00,-1.189289530229697078e+00,1.942595314142068874e+00,-4.671573304815609617e+00,-2.651910145342807112e+00,-1.167839722380701240e+01,8.508608039873952755e-01,9.047663676536041422e+00,-3.062596758117137608e+00,5.282422344460744323e-01,7.239054779657799088e+00
1.147595772230626698e+00,-1.035131205552697109e+00,-9.174832492437094089e+00,-4.093909835348565340e-01,2.030791805654075688e+01,-3.296057322316751481e+01,1.083233832696468113e+01,1.302576089818374028e+00,-8.285950530747477671e+00,1.605243784941037433e+01,-8.391438951995572992e+00,-5.896694502585302367e-01,1.115557452917429693e+01,-2.324582610448016506e+00,-2.217812838658395336e+01,4.836253652296859329e+00,-3.245960797399068287e+00,6.532581727522351400e+01,1.080427928551757510e+01,-7.937657971908123056e-01,6.638646594407092039e+01
-6.125048849006568474e+01,2.330059078609767909e+00,5.110121126040763784e+01,2.904594858447830052e+00,-4.114219162567513877e+01,-4.966658567014118830e+01,-1.484846651732237710e+01,4.442785007923220064e+01,1.461685151764157808e+01,2.416133586271645228e+01,-5.960968243723035798e+00,-3.567589601038309155e+01,1.424607308717816778e+01,5.136669051507097628e+00,1.434109096322074173e+00,-6.751800154767923168e+00,5.542184673155083452e+00,6.714946453378252134e-01,-3.126682328160640179e+00,-1.374485093872066699e+01,-2.339044552624609974e+00
-9.121776547864572926e-01,-2.436317724430194787e+00,-9.143536952911926363e+00,2.047607396228351417e-01,4.890641085302079638e+00,-1.362496279822872358e+00,1.872191026636070532e+01,-6.231446413949766949e+00,-9.801922082889433341e+00,1.664229827889378655e+01,-2.545353517320814163e+01,-1.925462822432965027e+01,9.787675379918422180e+00,2.978175237313369195e+00,9.228276440020861671e+00,1.520637794757379524e+01,1.311772603914482183e+01,-5.231339068204695630e-01,-5.805926848818209862e+00,-1.966828178998428212e-01,1.430256986704580591e+01
-3.840583982183074596e+01,-7.661365782847706640e+00,5.603343096416293179e+01,-5.966651340861805153e+00,1.184663839461062373e+01,-4.412772768249045896e+01,1.349675385375603867e+02,1.854291391045082094e+01,-8.189564380775220087e+00,2.429945476723899844e+01,1.289867535892000383e+01,-1.187046838032814122e+01,1.786987428424731661e+01,2.706865225484591519e+00,1.697002201823079304e+01,2.896563569739243249e+01,1.627469083722607124e+01,-1.066670413689426766e+01,-1.757703950691416850e+01,6.940895241903112911e+00,-1.725749616990328050e+01
4.419780798994764059e-01,-3.454493492682085609e+00,5.204784905953544483e-01,-3.601154093846331339e+00,1.509272417555210799e+00,7.194580664714727014e-01,1.012895734628811617e+01,1.596008603016306093e+00,-8.810610918766686339e+00,1.480094152223612269e+01,-1.999680423202498858e+01,-6.961750927046531423e+00,6.412814611654908958e+00,-2.305873854029067971e+00,-1.109588442126109165e+01,-1.964228198142683013e+01,6.739275844738378929e+00,9.099444686866849707e+00,-1.000030682969243356e+00,-4.288569763361383957e-01,1.123519211118017758e+01
